min_t	max_t	latest_value	n	category	sub_category	unit	scale
2010	2020	2427843.7	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Industries	Rs.	Million
2010	2020	592963.35	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Industries - Construction	Rs.	Million
2010	2020	102758.05	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Industries - Electricity, gas, steam and air conditioning supply	Rs.	Million
2010	2020	45017.08	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Industries - Manufacture of basic metals and fabricated metal product	Rs.	Million
2010	2020	101312.03	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Industries - Manufacture of chemical products and basic pharmaceutic	Rs.	Million
2010	2020	30026.05	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Industries - Manufacture of coke and refined petroleum products	Rs.	Million
2010	2020	599901.82	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Industries - Manufacture of food, beverages & Tobacco products	Rs.	Million
2010	2020	87298.98	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Industries - Manufacture of furniture	Rs.	Million
2010	2020	51284.77	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Industries - Manufacture of machinery and equipment i.e..	Rs.	Million
2010	2020	81844.25	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Industries - Manufacture of other non- metallic mineral products	Rs.	Million
2010	2020	30094.44	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Industries - Manufacture of paper products, printing and reproductio	Rs.	Million
2010	2020	68334.15	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Industries - Manufacture of rubber and plastic products	Rs.	Million
2010	2020	287843.93	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Industries - Manufacture of textiles, wearing apparel and leather rel	Rs.	Million
2010	2020	28724.79	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Industries - Manufacture of wood and of products of wood and cork, ex	Rs.	Million
2010	2020	202872.99	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Industries - Mining and quarrying	Rs.	Million
2010	2020	69623.12	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Industries - Other manufacturing, and Repair and installation of mach	Rs.	Million
2010	2020	32078.09	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Industries - Sewerage, Waste, treatment and disposal activities	Rs.	Million
2010	2020	15865.81	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Industries - Water collection, treatment and supply	Rs.	Million
2010	2020	-405185	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Net Primary Income from rest of the world	Rs.	Million
2010	2020	5595468.64	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Services	Rs.	Million
2010	2020	89451.93	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Services - Accommodation, Food and beverage service activities	Rs.	Million
2010	2020	186711.89	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Services - Education	Rs.	Million
2010	2020	778258.24	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Services - Financial Service activities and auxiliary financial servi	Rs.	Million
2010	2020	190705.6	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Services - Human health activities, Residential care and social work	Rs.	Million
2010	2020	18751.66	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Services - IT programming consultancy and related activities	Rs.	Million
2010	2020	118133.86	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Services - Insurance, reinsurance and pension funding	Rs.	Million
2010	2020	896688.21	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Services - Other personal service activities	Rs.	Million
2010	2020	4974.75	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Services - Postal and courier activities	Rs.	Million
2010	2020	164949.22	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Services - Professional services	Rs.	Million
2010	2020	2702.47	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Services - Programming and broadcasting activities and audio video pr	Rs.	Million
2010	2020	443959.9	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Services - Public administration and defense; compulsory social secur	Rs.	Million
2010	2020	572798.75	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Services - Real estate activities, Including Ownership of dwelling	Rs.	Million
2010	2020	61989.92	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Services - Telecommunication	Rs.	Million
2010	2020	978455.32	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Services - Transportation of goods and passengers including Warehousi	Rs.	Million
2010	2020	1086936.92	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Services - Wholesale and retail trade	Rs.	Million
2010	2020	837491.46	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Constant (2010) Prices - Taxes less Subsidies on products	Rs.	Million
2010	2020	7556275.8	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Exp. at Constant (2010) Prices - Consumption - Final consumption expenditure	Rs.	Million
2010	2020	708801.7	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Exp. at Constant (2010) Prices - Consumption - Government final consumption expenditure	Rs.	Million
2010	2020	243739.4	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Exp. at Constant (2010) Prices - Consumption - Govt. - Individual consumption expenditure	Rs.	Million
2010	2020	6847474.1	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Exp. at Constant (2010) Prices - Consumption - Household final consumption expenditure	Rs.	Million
2010	2020	1668855.1	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Exp. at Constant (2010) Prices - External Demand - Exports of goods and services	Rs.	Million
2010	2020	2501419.6	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Exp. at Constant (2010) Prices - External Demand - Imports of goods and services	Rs.	Million
2010	2020	-832564.5	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Exp. at Constant (2010) Prices - External Demand - Net External Demand	Rs.	Million
2010	2020	20859.0	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Exp. at Constant (2010) Prices - GCF - Acquisitions less disposal of valuables	Rs.	Million
2010	2020	433468.2	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Exp. at Constant (2010) Prices - GCF - Changes in inventories	Rs.	Million
2010	2020	2352567.2	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Exp. at Constant (2010) Prices - GCF - Gross fixed capital formation	Rs.	Million
2010	2020	2806894.4	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Exp. at Constant (2010) Prices - Gross Capital Formation (GCF)	Rs.	Million
2010	2020	8368	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Income at Constant (2010) Prices - FC - Other Taxes less Subsidies on Production	Rs.	Million
2010	2020	116	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Income at Constant (2010) Prices - HH & NPISH - Other Taxes less Subsidies on Production	Rs.	Million
2010	2020	30945	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Income at Constant (2010) Prices - NFC - Other Taxes less Subsidies on Production	Rs.	Million
2010	2020	39429	11	National Accounts-GDP at Constant Prices - Base Year 2010	GDP - Income at Constant (2010) Prices - Other Taxes less Subsidies on Production	Rs.	Million
			0	National Accounts-GDP at Constant Prices - Base Year 2010	GDP Growth - Constant (2010) Prices - Agriculture, Forestry and Fishing	 	%
			0	National Accounts-GDP at Constant Prices - Base Year 2010	GDP Growth - Constant (2010) Prices - Gross Domestic Product	 	%
			0	National Accounts-GDP at Constant Prices - Base Year 2010	GDP Growth - Constant (2010) Prices - Industries	 	%
			0	National Accounts-GDP at Constant Prices - Base Year 2010	GDP Growth - Constant (2010) Prices - Services	 	%
			0	National Accounts-GDP at Constant Prices - Base Year 2010	GDP Growth - Constant (2010) Prices - Taxes less Subsidies on products	 	%
2002	2014	-836491.48	13	National Accounts-GDP at Current Prices - Base Year 2002	Domestic Savings Investment Gap-at Current Prices (2002 Series)	Rs.	Million
2002	2014	2068495.62	13	National Accounts-GDP at Current Prices - Base Year 2002	Domestic Savings-at Current Prices (2002 Series)	Rs.	Million
2002	2015	833497.97	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Market Prices (2002 Series) - Net Current Transfers from Abroad	Rs.	Million
2002	2015	1079755	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Agriculture	Rs.	Million
2002	2015	92772	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Agriculture - Coconut	Rs.	Million
2002	2015	63749	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Agriculture - Firewood and Forestry	Rs.	Million
2002	2015	165460	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Agriculture - Fishing	Rs.	Million
2002	2015	68498	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Agriculture - Livestock	Rs.	Million
2002	2015	25813	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Agriculture - Minor Export Crops	Rs.	Million
2002	2015	39457	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Agriculture - Other Agricultural Crops	Rs.	Million
2002	2015	383232	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Agriculture - Other Food Crops	Rs.	Million
2002	2015	141854	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Agriculture - Paddy	Rs.	Million
2002	2015	14486	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Agriculture - Plantation Development	Rs.	Million
2002	2015	10214	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Agriculture - Rubber	Rs.	Million
2002	2015	74221	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Agriculture - Tea	Rs.	Million
2002	2015	10659917	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Gross Domestic Product	Rs.	Million
2002	2015	10408629.0	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Gross National Income	Rs.	Million
2002	2015	3536567	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Industry	Rs.	Million
2002	2015	1215350	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Industry - Construction	Rs.	Million
2002	2015	170599	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Industry - Electricity, Gas and Water	Rs.	Million
2002	2015	136852	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Industry - Electricity, Gas and Water - Electricity	Rs.	Million
2002	2015	20992	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Industry - Electricity, Gas and Water - Gas	Rs.	Million
2002	2015	12755	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Industry - Electricity, Gas and Water - Water	Rs.	Million
2002	2015	1914050	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Industry - Manufacturing	Rs.	Million
2002	2015	69942	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Industry - Manufacturing - Cottage Industry	Rs.	Million
2002	2015	1768315	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Industry - Manufacturing - Factory Industry	Rs.	Million
2002	2015	75793	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Industry - Manufacturing - Processing (Tea, Rubber and Coconut)	Rs.	Million
2002	2015	236567	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Industry - Mining and Quarrying	Rs.	Million
2002	2015	-251287.7	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Net Factor Income from Abroad	Rs.	Million
2002	2015	6043596	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Services	Rs.	Million
2002	2015	1234163	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Services - Banking, Insurance and Real Estate etc.	Rs.	Million
2002	2015	799081	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Services - Government Services	Rs.	Million
2002	2015	88622	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Services - Hotels and Restaurants	Rs.	Million
2002	2015	357866	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Services - Ownership of Dwellings	Rs.	Million
2002	2015	218955	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Services - Private Services	Rs.	Million
2002	2015	1407542	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Services - Transport and Communication	Rs.	Million
2002	2015	15693	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Services - Transport and Communication - Cargo Handling-Ports a	Rs.	Million
2002	2015	49605	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Services - Transport and Communication - Post and Telecommunica	Rs.	Million
2002	2015	1342243	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Services - Transport and Communication - Transport	Rs.	Million
2002	2015	1937367	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Services - Wholesale and Retail Trade	Rs.	Million
2002	2015	1134523	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Services - Wholesale and Retail Trade - Domestic Trade	Rs.	Million
2002	2015	236774	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Services - Wholesale and Retail Trade - Export Trade	Rs.	Million
2002	2015	566070	14	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Current Prices (2002 Series) - Services - Wholesale and Retail Trade - Import Trade	Rs.	Million
2002	2014	1317831.5	13	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Exp. at Current MP (2002 Series) - Consumption - Govt. Consumption Expenditure	Rs.	Million
2002	2014	364280.0	13	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Exp. at Current MP (2002 Series) - Consumption - PCE - Clothing and Footwear	Rs.	Million
2002	2014	31716.0	13	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Exp. at Current MP (2002 Series) - Consumption - PCE - Education	Rs.	Million
2002	2014	836791.0	13	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Exp. at Current MP (2002 Series) - Consumption - PCE - Expenditure Abroad of Residents	Rs.	Million
2002	2014	290008.0	13	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Exp. at Current MP (2002 Series) - Consumption - PCE - Expenditure of Non Residents	Rs.	Million
2002	2014	2259878.0	13	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Exp. at Current MP (2002 Series) - Consumption - PCE - Food, Beverages and Tobacco	Rs.	Million
2002	2014	248673.0	13	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Exp. at Current MP (2002 Series) - Consumption - PCE - Furnishings,Household Equipment and Rou	Rs.	Million
2002	2014	103243.0	13	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Exp. at Current MP (2002 Series) - Consumption - PCE - Health	Rs.	Million
2002	2014	150433.0	13	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Exp. at Current MP (2002 Series) - Consumption - PCE - Hotels, Cafes and Restaurants	Rs.	Million
2002	2014	867980.0	13	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Exp. at Current MP (2002 Series) - Consumption - PCE - Housing, Water, Electricity, Gas and ot	Rs.	Million
2002	2014	140418.0	13	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Exp. at Current MP (2002 Series) - Consumption - PCE - Leisure, Entertainment and Culture	Rs.	Million
2002	2014	228353.0	13	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Exp. at Current MP (2002 Series) - Consumption - PCE - Miscellaneous Goods and Services	Rs.	Million
2002	2014	1456587.0	13	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Exp. at Current MP (2002 Series) - Consumption - PCE - Transport	Rs.	Million
2002	2014	6398345.3	13	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Exp. at Current MP (2002 Series) - Consumption - Private Consumption Expenditure	Rs.	Million
2002	2014	7716176.8	13	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Exp. at Current MP (2002 Series) - Consumption - Total Consumption Expenditure	Rs.	Million
2002	2014	2185038.52	13	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Exp. at Current MP (2002 Series) - External Demand - Exports of Goods and Services	Rs.	Million
2002	2014	3021530.0	13	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Exp. at Current MP (2002 Series) - External Demand - Imports of Goods and Services	Rs.	Million
2002	2014	-836491.48	13	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Exp. at Current MP (2002 Series) - External Demand - Net External Demand	Rs.	Million
2002	2014	152724.1	13	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Exp. at Current MP (2002 Series) - GDCF - Changes in Stocks	Rs.	Million
2002	2014	35126.52	13	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Exp. at Current MP (2002 Series) - GDCF - Changes in Stocks - Govt.	Rs.	Million
2002	2014	117597.59	13	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Exp. at Current MP (2002 Series) - GDCF - Changes in Stocks - Private	Rs.	Million
2002	2014	2752263.0	13	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Exp. at Current MP (2002 Series) - GDCF - Gross Domestic Fixed Capital Formation	Rs.	Million
2002	2014	633020.0	13	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Exp. at Current MP (2002 Series) - GDCF - Gross Domestic Fixed Capital Formation - Government	Rs.	Million
2002	2014	2119243.0	13	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Exp. at Current MP (2002 Series) - GDCF - Gross Domestic Fixed Capital Formation - Private	Rs.	Million
2002	2014	2904987.1	13	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Exp. at Current MP (2002 Series) - Gross Domestic Capital Formation	Rs.	Million
2002	2014	9784672.42	13	National Accounts-GDP at Current Prices - Base Year 2002	GDP - Exp. at Current MP (2002 Series) - Total Demand	Rs.	Million
2002	2014	-127691.62	13	National Accounts-GDP at Current Prices - Base Year 2002	Government Savings-at Current Prices (2002 Series)	Rs.	Million
2002	2014	-263427.57	13	National Accounts-GDP at Current Prices - Base Year 2002	National Savings Investment Gap-at Current Prices (2002 Series)	Rs.	Million
2002	2014	2641559.53	13	National Accounts-GDP at Current Prices - Base Year 2002	National Savings-at Current Prices (2002 Series)	Rs.	Million
2002	2014	2196187.24	13	National Accounts-GDP at Current Prices - Base Year 2002	Private Savings-at Current Prices (2002 Series)	Rs.	Million
2010	2020	-31312.3	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - GCF - GFCF - Changes in inventories and acquisition less disposals	Rs.	Million
2010	2020	1628809.2	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - GCF - GFCF - Construction	Rs.	Million
2010	2020	11506.4	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - GCF - GFCF - Cultivated biological resources	Rs.	Million
2010	2020	81721.2	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - GCF - GFCF - Information and communication technology equipment	Rs.	Million
2010	2020	44127.1	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - GCF - GFCF - Intellectual property products	Rs.	Million
2010	2020	1521378.2	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - GCF - GFCF - Machinery and equipment and weapons systems	Rs.	Million
2010	2020	522252.2	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - GCF - GFCF - Transport equipment	Rs.	Million
2010	2020	3809794.3	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - GCF - Gross fixed capital formation (GFCF) by asset	Rs.	Million
2010	2020	289977.5	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - Govt. Collective Final Cons. by COFOG - Defense	Rs.	Million
2010	2020	98095.2	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - Govt. Collective Final Cons. by COFOG - Economic affairs	Rs.	Million
2010	2020	1728.1	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - Govt. Collective Final Cons. by COFOG - Environmental protection	Rs.	Million
2010	2020	210928.9	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - Govt. Collective Final Cons. by COFOG - General public services	Rs.	Million
2010	2020	1833.1	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - Govt. Collective Final Cons. by COFOG - Housing and community ameni	Rs.	Million
2010	2020	121452.3	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - Govt. Collective Final Cons. by COFOG - Public order and safety	Rs.	Million
2010	2020	7429.3	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - Govt. Collective Final Cons. by COFOG - Recreation, culture and rel	Rs.	Million
2010	2020	264507.2	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - Govt. Collective Final Cons. by COFOG - Social protection	Rs.	Million
2010	2020	274670.0	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - Govt. Individual Final Cons. by COFOG - Education	Rs.	Million
2010	2020	285867.5	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - Govt. Individual Final Cons. by COFOG - Health	Rs.	Million
2010	2020	11150282.8	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - HH Cons. by COICOP - Actual Household (HH) Final Consumption Expend	Rs.	Million
2010	2020	360780.5	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - HH Cons. by COICOP - Alcoholic beverages, tobacco and narcotics	Rs.	Million
2010	2020	382429.0	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - HH Cons. by COICOP - Clothing and footwear	Rs.	Million
2010	2020	80220.0	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - HH Cons. by COICOP - Communication	Rs.	Million
2010	2020	146138.5	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - HH Cons. by COICOP - Direct Purchases Abroad by Residents	Rs.	Million
2010	2020	179033.6	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - HH Cons. by COICOP - Direct Purchases in Domestic Market by Non-Res	Rs.	Million
2010	2020	143402.6	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - HH Cons. by COICOP - Education	Rs.	Million
2010	2020	3271821.6	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - HH Cons. by COICOP - Food and non-alcoholic beverages	Rs.	Million
2010	2020	105279.3	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - HH Cons. by COICOP - Furnishings, household equipment and routine h	Rs.	Million
2010	2020	304726.0	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - HH Cons. by COICOP - Health	Rs.	Million
2010	2020	1105003.3	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - HH Cons. by COICOP - Housing, water, electricity, gas and other fue	Rs.	Million
2010	2020	10622640.4	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - HH Cons. by COICOP - Individual consumption (IC) expenditure of HHs	Rs.	Million
2010	2020	560537.5	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - HH Cons. by COICOP - Individual consumption expenditure of general	Rs.	Million
2010	2020	2273419.7	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - HH Cons. by COICOP - Miscellaneous goods and services	Rs.	Million
2010	2020	186054.7	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - HH Cons. by COICOP - Recreation and culture	Rs.	Million
2010	2020	273495.4	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - HH Cons. by COICOP - Restaurants and hotels	Rs.	Million
2010	2020	2136008.3	11	National Accounts-GDP at Current Prices - Base Year 2010	GDE - Current MP (2010 Series) - HH Cons. by COICOP - Transport	Rs.	Million
2010	2020	1251921.24	11	National Accounts-GDP at Current Prices - Base Year 2010	GDP - Current Market Prices (2010 Series) - Agriculture, Forestry and Fishing	Rs.	Million
2010	2020	139960.91	11	National Accounts-GDP at Current Prices - Base Year 2010	GDP - Current Market Prices (2010 Series) - Agriculture, Forestry and Fishing - Animal Production	Rs.	Million
2010	2020	105760.08	11	National Accounts-GDP at Current Prices - Base Year 2010	GDP - Current Market Prices (2010 Series) - Agriculture, Forestry and Fishing - Forestry and Loggin	Rs.	Million
2010	2020	30702.34	11	National Accounts-GDP at Current Prices - Base Year 2010	GDP - Current Market Prices (2010 Series) - Agriculture, Forestry and Fishing - Fresh water fishing	Rs.	Million
2010	2020	37500.51	11	National Accounts-GDP at Current Prices - Base Year 2010	GDP - Current Market Prices (2010 Series) - Agriculture, Forestry and Fishing - Growing of Cereals	Rs.	Million
2010	2020	109611.97	11	National Accounts-GDP at Current Prices - Base Year 2010	GDP - Current Market Prices (2010 Series) - Agriculture, Forestry and Fishing - Growing of Oleagino	Rs.	Million
2010	2020	168512.32	11	National Accounts-GDP at Current Prices - Base Year 2010	GDP - Current Market Prices (2010 Series) - Agriculture, Forestry and Fishing - Growing of Rice	Rs.	Million
2010	2020	4567.08	11	National Accounts-GDP at Current Prices - Base Year 2010	GDP - Current Market Prices (2010 Series) - Agriculture, Forestry and Fishing - Growing of Sugar ca	Rs.	Million
2010	2020	108543.79	11	National Accounts-GDP at Current Prices - Base Year 2010	GDP - Current Market Prices (2010 Series) - Agriculture, Forestry and Fishing - Growing of Tea (Gre	Rs.	Million
2010	2020	133317.4	11	National Accounts-GDP at Current Prices - Base Year 2010	GDP - Current Market Prices (2010 Series) - Agriculture, Forestry and Fishing - Growing of Vegetabl	Rs.	Million
